datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,month,day_of_week,year,flood_risk
2023-04-01,20.5,9.5,12.6,20.5,8.7,12.5,9.2,81.1,0.087,100,4.17,rain,41.0,23.4,159.1,1019.0,79.0,24.7,132.3,11.4,5,0.33,"Rain, Partially cloudy",4,5,2023,0
2023-04-02,20.2,2.4,12.8,20.2,2.4,12.6,8.5,77.4,0.0,0,0.0,rain,29.9,23.3,150.4,1019.8,39.0,23.2,185.2,16.8,7,0.37,Partially cloudy,4,6,2023,0
2023-04-03,23.6,4.9,14.6,23.6,3.8,14.5,10.8,80.8,0.0,0,0.0,none,23.8,20.1,142.3,1018.5,42.5,26.1,188.9,16.2,8,0.4,Partially cloudy,4,0,2023,0
2023-04-04,25.7,9.7,16.6,25.7,9.6,16.6,12.8,81.5,0.0,0,0.0,none,34.2,25.7,124.3,1018.2,52.2,22.6,190.8,16.5,7,0.43,Partially cloudy,4,1,2023,0
2023-04-05,18.2,12.5,16.0,18.2,12.5,16.0,13.4,85.6,0.0,0,0.0,rain,32.4,14.5,132.5,1017.3,79.2,24.7,150.9,12.9,6,0.46,Partially cloudy,4,2,2023,0
2023-04-06,24.1,10.9,17.8,24.1,10.9,17.8,13.1,77.2,1.299,100,4.17,rain,42.1,18.3,18.7,1010.3,88.5,21.4,129.6,11.2,6,0.5,"Rain, Partially cloudy",4,3,2023,0
2023-04-07,18.9,14.1,16.6,18.9,14.1,16.6,13.8,84.3,4.929,100,8.33,rain,42.8,20.3,6.5,999.8,88.3,17.7,100.4,8.8,4,0.53,"Rain, Partially cloudy",4,4,2023,0
2023-04-08,16.7,11.2,14.1,16.7,11.2,14.1,12.0,87.5,12.293,100,16.67,rain,61.9,34.6,236.9,1005.5,73.6,21.9,141.7,12.3,7,0.57,"Rain, Partially cloudy",4,5,2023,0
2023-04-09,15.0,9.7,11.8,15.0,7.2,11.7,8.7,82.4,2.677,100,16.67,rain,60.1,36.2,227.8,1011.8,84.8,24.6,107.9,9.3,4,0.6,"Rain, Partially cloudy",4,6,2023,0
2023-04-10,14.6,9.5,11.7,14.6,7.5,11.3,9.9,89.4,1.534,100,8.33,rain,48.2,26.7,212.3,1013.7,91.1,23.8,87.7,7.3,3,0.64,"Rain, Overcast",4,0,2023,0
2023-04-11,19.2,10.4,14.0,19.2,10.4,14.0,11.3,85.6,2.722,100,4.17,rain,21.2,21.0,119.1,1013.2,89.3,23.0,116.8,9.8,5,0.67,"Rain, Partially cloudy",4,1,2023,0
2023-04-12,17.4,10.8,14.3,17.4,10.8,14.3,11.8,85.5,5.176,100,8.33,rain,53.6,24.1,16.3,1006.3,83.4,23.5,52.8,4.4,3,0.71,"Rain, Partially cloudy",4,2,2023,0
2023-04-13,22.2,8.6,15.4,22.2,8.6,15.4,12.8,85.8,5.331,100,4.17,rain,29.2,19.8,145.9,1014.2,47.4,23.1,134.0,11.5,6,0.75,"Rain, Partially cloudy",4,3,2023,0
2023-04-14,24.1,7.4,15.7,24.1,6.7,15.7,12.4,83.2,0.0,0,0.0,none,24.1,106.5,30.6,1012.5,58.9,24.8,164.1,14.2,7,0.78,Partially cloudy,4,4,2023,0
2023-04-15,22.0,13.0,17.4,22.0,13.0,17.4,13.0,76.9,7.836,100,4.17,rain,61.2,33.3,10.1,1002.2,92.3,25.1,60.6,5.1,3,0.82,"Rain, Overcast",4,5,2023,0
2023-04-16,22.0,9.1,13.7,22.0,8.1,13.6,11.8,88.7,30.523,100,8.33,rain,50.8,25.6,235.9,1007.6,67.9,22.7,80.9,6.9,4,0.85,"Rain, Partially cloudy",4,6,2023,0
2023-04-17,23.1,6.9,14.5,23.1,5.1,14.0,10.6,79.0,0.567,100,4.17,rain,27.0,13.4,345.9,1021.0,60.9,27.2,116.0,10.0,5,0.89,"Rain, Partially cloudy",4,0,2023,0
2023-04-18,24.4,11.6,16.8,24.4,11.6,16.8,12.5,77.3,0.113,100,4.17,rain,41.0,32.1,356.7,1020.4,52.7,27.2,146.4,12.7,6,0.93,"Rain, Partially cloudy",4,1,2023,0
2023-04-19,21.1,8.2,14.4,21.1,7.6,14.3,10.9,80.4,0.567,100,4.17,rain,42.5,27.4,233.8,1020.5,77.6,25.6,112.2,9.7,5,0.96,"Rain, Partially cloudy",4,2,2023,0
2023-04-20,21.3,4.9,12.8,21.3,4.5,12.5,9.4,81.2,0.0,0,0.0,none,22.3,19.5,302.4,1025.1,50.7,24.8,128.4,11.0,5,0.0,Partially cloudy,4,3,2023,0
2023-04-21,21.1,9.4,15.7,21.1,9.0,15.6,13.3,86.5,0.0,0,0.0,none,21.2,16.8,145.6,1027.7,73.9,25.6,96.9,8.5,4,0.03,Partially cloudy,4,4,2023,0
2023-04-22,22.9,9.9,16.4,22.9,9.9,16.4,13.6,84.8,0.0,0,0.0,none,21.6,21.0,202.9,1028.6,88.3,22.5,98.1,8.4,4,0.06,Partially cloudy,4,5,2023,0
2023-04-23,20.7,9.9,15.3,20.7,9.9,15.3,12.3,84.2,0.0,0,0.0,none,28.1,26.9,160.1,1031.2,56.0,25.5,118.1,10.1,5,0.09,Partially cloudy,4,6,2023,0
2023-04-24,24.2,5.2,14.5,24.2,4.1,14.3,10.6,80.8,0.113,100,4.17,rain,40.3,26.7,4.7,1030.2,34.8,22.8,166.7,14.4,6,0.13,"Rain, Partially cloudy",4,0,2023,0
2023-04-25,24.5,10.4,16.5,24.5,10.4,16.5,11.1,74.5,0.0,0,0.0,none,27.7,15.7,24.2,1027.2,31.9,25.0,165.4,14.4,6,0.16,Partially cloudy,4,1,2023,0
2023-04-26,23.8,8.1,15.7,23.8,8.1,15.7,10.9,76.0,0.0,0,0.0,none,40.7,126.9,20.0,1022.5,56.0,25.4,165.3,14.1,6,0.19,Partially cloudy,4,2,2023,0
2023-04-27,21.5,16.8,18.9,21.5,16.8,18.9,11.3,61.9,0.173,100,4.17,rain,65.5,39.8,0.4,1015.1,70.1,25.0,91.5,8.0,3,0.22,"Rain, Partially cloudy",4,3,2023,0
2023-04-28,21.0,11.3,16.7,21.0,11.3,16.7,11.6,74.1,3.463,100,4.17,rain,47.2,25.7,320.4,1010.8,80.7,22.8,131.1,11.4,6,0.25,"Rain, Partially cloudy",4,4,2023,0
2023-04-29,18.0,6.3,11.0,18.0,5.5,10.6,7.9,82.9,3.49,100,8.33,rain,26.6,25.8,254.9,1013.8,34.0,25.3,141.6,12.1,5,0.29,"Rain, Partially cloudy",4,5,2023,0
2023-04-30,18.5,3.1,9.2,18.5,3.1,8.8,6.1,83.1,0.087,100,4.17,rain,29.5,16.9,208.6,1016.2,34.9,23.9,165.5,14.2,6,0.32,"Rain, Partially cloudy",4,6,2023,0
2023-05-01,16.9,5.8,12.3,16.9,4.3,11.9,8.0,76.7,0.0,0,0.0,rain,16.9,14.1,279.7,1015.2,63.5,25.6,122.2,10.7,5,0.35,Partially cloudy,5,0,2023,0
2023-05-02,19.2,8.1,14.4,19.2,6.9,14.3,10.7,79.8,0.314,100,8.33,rain,47.9,111.8,335.6,1014.4,66.0,21.9,129.2,11.1,5,0.38,"Rain, Partially cloudy",5,1,2023,0
2023-05-03,16.2,9.0,12.6,16.2,8.0,12.5,8.9,78.7,5.305,100,12.5,rain,74.2,35.3,273.5,1013.0,67.1,20.4,120.8,10.4,5,0.41,"Rain, Partially cloudy",5,2,2023,0
2023-05-04,20.0,9.2,12.9,20.0,7.8,12.7,10.0,83.4,1.021,100,4.17,rain,21.6,19.6,254.9,1020.2,79.3,23.6,103.0,8.9,4,0.45,"Rain, Partially cloudy",5,3,2023,0
2023-05-05,20.7,9.5,14.0,20.7,7.5,13.7,8.7,71.3,0.0,0,0.0,rain,45.4,26.2,6.9,1015.8,77.4,25.5,108.4,9.3,5,0.48,Partially cloudy,5,4,2023,0
2023-05-06,11.2,6.7,9.4,11.2,5.3,8.6,8.5,93.8,13.929,100,16.67,rain,37.4,17.5,232.2,1019.7,88.6,15.9,98.2,8.6,4,0.5,"Rain, Partially cloudy",5,5,2023,0
2023-05-07,11.3,5.5,7.5,11.3,2.8,5.8,6.0,90.6,6.944,100,16.67,rain,49.7,24.6,217.4,1023.9,82.1,15.0,97.4,8.5,4,0.55,"Rain, Partially cloudy",5,6,2023,0
2023-05-08,20.3,5.7,10.8,20.3,3.2,9.8,9.6,92.6,6.845,100,16.67,rain,46.1,18.8,237.7,1024.2,76.1,24.6,84.1,7.3,4,0.58,"Rain, Partially cloudy",5,0,2023,0
2023-05-09,20.7,10.0,12.9,20.7,10.0,12.9,11.7,92.6,4.555,100,16.67,rain,43.9,18.8,214.1,1025.5,83.4,25.4,67.2,5.8,3,0.62,"Rain, Partially cloudy",5,1,2023,0
2023-05-10,20.5,7.6,12.3,20.5,6.6,12.1,11.0,92.3,0.741,100,12.5,rain,29.2,18.8,182.4,1028.2,86.0,22.8,78.7,6.8,3,0.66,"Rain, Partially cloudy",5,2,2023,0
2023-05-11,22.0,5.7,11.2,22.0,5.1,10.8,8.5,85.4,0.0,0,0.0,none,40.0,29.0,16.1,1026.4,16.3,23.8,145.2,12.5,6,0.69,Clear,5,3,2023,0
2023-05-12,26.0,3.4,12.7,26.0,3.4,12.2,9.9,84.8,0.0,0,0.0,none,25.2,38.9,89.9,1027.5,74.3,21.8,108.3,9.4,5,0.73,Partially cloudy,5,4,2023,0
2023-05-13,18.8,4.9,10.7,18.8,3.8,10.5,9.7,94.0,0.0,0,0.0,none,19.1,22.1,161.2,1030.3,65.5,22.4,97.1,8.2,4,0.75,Partially cloudy,5,5,2023,0
2023-05-14,19.9,3.1,11.8,19.9,3.1,11.5,8.3,81.2,0.087,100,4.17,rain,28.1,19.2,9.3,1027.6,38.9,23.0,134.5,11.6,5,0.8,"Rain, Partially cloudy",5,6,2023,0
2023-05-15,20.4,8.2,13.6,20.4,6.3,13.1,8.8,74.5,0.0,0,0.0,none,40.0,22.1,5.7,1023.2,20.3,25.2,134.9,11.6,5,0.84,Partially cloudy,5,0,2023,0
2023-05-16,13.5,5.2,10.2,13.5,5.0,9.8,7.3,83.0,2.075,100,8.33,rain,43.9,27.2,197.9,1023.1,56.5,23.3,56.2,5.0,3,0.87,"Rain, Partially cloudy",5,1,2023,0
2023-05-17,17.7,2.3,8.0,17.7,2.3,7.6,4.3,79.3,0.113,100,4.17,rain,29.9,20.2,141.0,1026.9,40.8,24.1,130.9,11.2,5,0.91,"Rain, Partially cloudy",5,2,2023,0
2023-05-18,12.8,3.3,7.5,12.8,2.0,6.8,5.3,86.8,0.0,0,0.0,none,27.4,13.7,241.1,1024.5,56.1,24.1,90.9,7.9,4,0.94,Partially cloudy,5,3,2023,0
2023-05-19,15.3,4.4,10.3,15.3,2.9,9.9,8.8,90.6,0.52,100,8.33,rain,31.7,33.5,284.8,1019.4,74.3,25.4,86.6,7.5,4,0.98,"Rain, Partially cloudy",5,4,2023,0
2023-05-20,13.7,7.2,10.3,13.7,6.2,9.9,7.6,84.0,1.541,100,12.5,rain,35.6,19.0,303.8,1015.7,86.4,24.5,91.9,7.9,4,0.0,"Rain, Partially cloudy",5,5,2023,0
2023-05-21,13.8,8.3,11.1,13.8,7.1,10.9,8.5,85.0,3.071,100,8.33,rain,46.4,23.0,236.9,1020.1,79.8,23.7,58.5,5.1,3,0.05,"Rain, Partially cloudy",5,6,2023,0
2023-05-22,17.1,7.6,10.8,17.1,6.4,10.4,7.4,80.1,0.113,100,4.17,rain,28.1,31.9,264.0,1027.4,62.4,25.7,98.1,8.5,4,0.08,"Rain, Partially cloudy",5,0,2023,0
2023-05-23,18.0,7.5,12.0,18.0,5.6,11.7,8.4,79.4,0.0,0,0.0,none,31.0,18.4,325.6,1027.6,69.4,25.6,114.8,9.9,5,0.11,Partially cloudy,5,1,2023,0
2023-05-24,15.0,8.8,12.5,15.0,6.7,12.0,7.4,72.0,0.0,0,0.0,none,57.6,32.7,359.2,1023.5,49.4,24.8,117.5,10.2,5,0.14,Partially cloudy,5,2,2023,0
2023-05-25,13.7,9.8,11.8,13.7,7.4,11.7,6.7,72.2,2.424,100,8.33,rain,60.5,32.0,347.8,1013.1,95.1,22.1,47.0,4.2,2,0.17,"Rain, Overcast",5,3,2023,0
2023-05-26,12.9,3.7,8.8,12.9,1.2,7.8,6.7,87.3,3.075,100,12.5,rain,38.2,20.6,278.1,1018.0,53.8,23.4,62.0,5.3,3,0.21,"Rain, Partially cloudy",5,4,2023,0
2023-05-27,17.2,8.4,11.5,17.2,7.3,11.3,6.8,74.2,0.373,100,8.33,rain,37.4,23.3,327.4,1017.3,73.4,26.1,81.0,6.8,4,0.24,"Rain, Partially cloudy",5,5,2023,0
2023-05-28,19.3,9.1,12.4,19.3,8.1,12.2,10.9,90.6,9.874,100,16.67,rain,40.3,23.7,4.6,1012.6,82.2,22.0,47.9,4.1,3,0.25,"Rain, Partially cloudy",5,6,2023,0
2023-05-29,21.1,8.6,13.4,21.1,7.5,13.2,10.2,81.8,2.895,100,8.33,rain,46.1,22.9,322.0,1016.3,73.7,24.7,64.1,5.5,3,0.3,"Rain, Partially cloudy",5,0,2023,0
2023-05-30,22.1,11.8,15.5,22.1,11.8,15.5,12.7,83.1,0.0,0,0.0,none,39.2,21.3,352.6,1019.6,87.5,25.7,49.5,4.3,2,0.34,Partially cloudy,5,1,2023,0
2023-05-31,21.7,14.2,16.8,21.7,14.2,16.8,13.4,80.0,0.0,0,0.0,none,54.4,28.9,349.3,1014.4,87.9,25.6,41.7,3.7,2,0.37,Partially cloudy,5,2,2023,0
2023-06-01,19.9,4.4,12.9,19.9,4.4,12.9,8.7,77.0,1.361,100,4.17,rain,51.8,26.4,258.7,1017.9,77.5,26.1,82.2,7.1,3,0.4,"Rain, Partially cloudy",6,3,2023,0
2023-06-02,19.8,1.9,8.1,19.8,0.6,7.4,5.0,82.4,0.0,0,0.0,none,22.0,20.8,8.7,1023.5,82.1,24.6,105.1,9.1,5,0.43,Partially cloudy,6,4,2023,0
2023-06-03,19.8,8.6,12.4,19.8,8.0,12.1,11.6,95.2,2.681,100,4.17,rain,24.5,20.0,150.2,1025.6,74.9,23.0,85.8,7.5,4,0.47,"Rain, Partially cloudy",6,5,2023,0
2023-06-04,24.4,8.2,13.1,24.4,7.3,13.0,11.9,92.8,0.373,100,4.17,rain,18.0,18.3,270.2,1028.2,71.3,23.5,100.8,8.6,5,0.5,"Rain, Partially cloudy",6,6,2023,0
2023-06-05,18.8,7.2,13.5,18.8,6.9,13.4,10.6,84.3,0.113,100,4.17,rain,36.7,18.5,16.2,1024.0,82.2,24.1,105.5,9.1,5,0.53,"Rain, Partially cloudy",6,0,2023,0
2023-06-06,19.0,13.6,15.4,19.0,13.6,15.4,13.6,89.0,0.0,0,0.0,rain,54.4,32.2,8.2,1020.7,67.7,22.3,45.6,4.0,2,0.57,Partially cloudy,6,1,2023,0
2023-06-07,21.1,15.1,16.5,21.1,15.1,16.5,14.1,86.2,0.0,0,0.0,rain,65.2,30.9,8.4,1015.7,74.2,18.9,32.1,2.7,1,0.6,Partially cloudy,6,2,2023,0
2023-06-08,17.4,12.1,14.5,17.4,12.1,14.5,11.5,83.3,14.711,100,4.17,rain,68.4,32.6,345.6,1008.6,65.9,21.7,88.5,7.6,4,0.64,"Rain, Partially cloudy",6,3,2023,0
2023-06-09,14.4,8.2,11.4,14.4,6.5,10.9,5.6,69.5,2.325,100,4.17,rain,64.1,24.7,318.9,1013.3,47.2,23.4,87.1,7.5,4,0.68,"Rain, Partially cloudy",6,4,2023,0
2023-06-10,15.0,6.0,10.9,15.0,3.8,10.0,7.6,81.0,0.0,0,0.0,none,39.6,22.9,354.3,1021.3,49.2,24.1,85.1,7.3,4,0.71,Partially cloudy,6,5,2023,0
2023-06-11,16.9,7.9,12.6,16.9,6.8,12.5,9.3,81.0,0.0,0,0.0,none,32.0,17.5,3.1,1021.8,74.7,22.6,97.6,8.4,4,0.75,Partially cloudy,6,6,2023,0
2023-06-12,14.0,8.2,10.6,14.0,6.2,9.8,6.8,78.1,0.0,0,0.0,none,44.6,23.4,21.3,1017.1,60.1,24.1,72.5,6.3,3,0.78,Partially cloudy,6,0,2023,0
2023-06-13,16.1,9.6,11.7,16.1,7.4,11.4,8.5,80.7,0.113,100,4.17,rain,58.7,22.1,3.1,1008.6,73.4,23.2,75.4,6.6,3,0.82,"Rain, Partially cloudy",6,1,2023,0
2023-06-14,13.5,6.9,10.4,13.5,5.6,9.6,7.6,83.5,2.319,100,4.17,rain,38.5,18.3,302.6,1013.0,63.7,22.6,88.9,7.7,4,0.85,"Rain, Partially cloudy",6,2,2023,0
2023-06-15,20.5,10.2,13.0,20.5,10.2,13.0,10.5,85.0,1.039,100,8.33,rain,43.2,23.6,3.9,1014.4,84.0,24.6,39.8,3.5,2,0.89,"Rain, Partially cloudy",6,3,2023,0
2023-06-16,21.3,10.7,14.0,21.3,10.7,14.0,9.2,73.4,0.0,0,0.0,none,56.5,25.0,357.6,1016.4,26.8,25.5,105.8,9.1,4,0.92,Partially cloudy,6,4,2023,0
2023-06-17,20.4,8.9,12.6,20.4,6.7,12.4,6.1,65.6,0.0,0,0.0,rain,69.1,36.9,354.9,1012.9,57.4,24.6,100.5,8.5,4,0.96,Partially cloudy,6,5,2023,0
2023-06-18,20.3,4.9,10.2,20.3,3.2,9.5,6.4,78.4,5.821,100,4.17,rain,54.0,31.3,350.9,1012.3,49.2,22.5,105.1,9.1,5,0.0,"Rain, Partially cloudy",6,6,2023,0
2023-06-19,10.9,5.2,8.0,10.9,2.9,6.1,5.5,84.6,11.119,100,4.17,rain,53.3,28.6,304.4,1013.0,65.7,21.1,64.4,5.6,3,0.03,"Rain, Partially cloudy",6,0,2023,0
2023-06-20,11.1,3.3,6.3,11.1,1.2,5.3,4.3,87.7,2.125,100,4.17,rain,21.6,11.4,281.4,1023.0,44.3,24.1,85.0,7.2,4,0.06,"Rain, Partially cloudy",6,1,2023,0
2023-06-21,10.5,2.7,5.9,10.5,1.7,5.0,4.0,88.4,0.0,0,0.0,none,29.9,20.8,7.6,1022.8,76.3,23.5,90.1,7.8,4,0.09,Partially cloudy,6,2,2023,0
2023-06-22,19.0,5.4,8.9,19.0,4.0,8.2,5.4,79.6,0.0,0,0.0,rain,47.5,23.9,22.3,1013.0,82.8,25.0,74.6,6.4,3,0.13,Partially cloudy,6,3,2023,0
2023-06-23,17.2,8.3,9.8,17.2,5.9,8.2,7.5,85.8,0.3,100,8.33,rain,45.4,144.6,5.5,1005.4,86.6,22.6,34.9,3.0,2,0.16,"Rain, Partially cloudy",6,4,2023,0
2023-06-24,18.2,7.3,11.0,18.2,4.6,10.1,8.3,83.7,0.34,100,4.17,rain,61.2,32.5,6.4,1008.1,51.0,22.5,65.3,5.5,2,0.19,"Rain, Partially cloudy",6,5,2023,0
2023-06-25,18.6,8.4,11.4,18.6,4.7,10.1,7.2,76.1,1.0,100,8.33,rain,73.4,31.7,3.5,1008.0,64.1,25.7,68.8,5.9,4,0.23,"Rain, Partially cloudy",6,6,2023,0
2023-06-26,16.5,8.6,12.3,16.5,7.5,12.2,8.5,77.8,0.0,0,0.0,rain,53.3,33.5,288.7,1013.1,53.0,25.3,69.3,6.0,4,0.25,Partially cloudy,6,0,2023,0
2023-06-27,13.3,5.4,9.6,13.3,2.9,8.8,7.1,85.0,0.693,100,4.17,rain,38.5,24.1,340.8,1018.4,91.1,24.5,94.0,8.0,4,0.29,"Rain, Overcast",6,1,2023,0
2023-06-28,11.4,6.6,9.4,11.4,5.4,8.7,8.2,92.4,0.173,100,4.17,rain,37.4,23.8,283.0,1017.0,85.8,23.2,50.9,4.4,2,0.32,"Rain, Partially cloudy",6,2,2023,0
2023-06-29,11.6,4.3,8.5,11.6,1.7,7.4,5.6,83.2,4.505,100,4.17,rain,44.3,21.1,288.1,1019.1,72.4,24.0,64.7,5.6,3,0.36,"Rain, Partially cloudy",6,3,2023,0
2023-06-30,14.7,10.1,11.5,14.7,10.1,11.5,8.8,83.5,0.0,0,0.0,rain,40.7,33.5,278.8,1018.8,88.8,24.8,47.6,4.0,2,0.39,Partially cloudy,6,4,2023,0
2023-07-01,12.2,8.2,10.3,12.2,6.9,9.6,8.9,91.5,0.26,100,4.17,rain,39.6,24.9,248.8,1024.3,71.8,24.4,66.6,5.7,3,0.42,"Rain, Partially cloudy",7,5,2023,0
2023-07-02,11.9,8.5,10.2,11.9,7.6,9.9,9.4,95.1,0.833,100,4.17,rain,23.8,10.6,212.7,1032.6,84.5,22.5,58.0,5.0,3,0.45,"Rain, Partially cloudy",7,6,2023,0
2023-07-03,14.3,5.7,9.4,14.3,5.7,9.2,7.6,89.3,0.0,0,0.0,none,22.3,14.3,45.1,1027.5,89.9,25.2,74.4,6.4,4,0.5,Partially cloudy,7,0,2023,0
2023-07-04,15.9,7.8,10.9,15.9,7.3,10.8,9.9,93.4,0.0,0,0.0,rain,21.6,20.6,40.9,1016.1,99.3,22.7,23.8,2.0,1,0.52,Overcast,7,1,2023,0
2023-07-05,15.1,10.2,11.4,15.1,10.2,11.4,9.2,86.9,2.4,100,4.17,rain,35.6,17.7,352.6,1012.0,89.0,22.1,81.1,7.0,4,0.56,"Rain, Partially cloudy",7,2,2023,0
2023-07-06,14.1,9.0,10.9,14.1,6.8,9.9,7.0,77.5,0.113,100,4.17,rain,57.6,28.9,1.5,1009.0,61.5,24.0,87.4,7.5,4,0.59,"Rain, Partially cloudy",7,3,2023,0
2023-07-07,17.3,9.1,11.7,17.3,6.9,11.0,7.6,76.8,0.173,100,4.17,rain,59.0,31.3,335.7,1009.1,74.9,25.0,89.8,7.9,4,0.63,"Rain, Partially cloudy",7,4,2023,0
2023-07-08,18.1,9.9,12.2,18.1,6.8,12.1,6.4,68.1,0.919,100,4.17,rain,85.3,36.3,318.5,1007.8,62.8,25.6,86.4,7.4,4,0.66,"Rain, Partially cloudy",7,5,2023,0
2023-07-09,21.0,9.9,13.9,21.0,7.6,13.8,10.6,81.1,0.087,100,4.17,rain,46.8,30.8,333.7,1015.5,80.2,25.2,69.3,6.0,3,0.7,"Rain, Partially cloudy",7,6,2023,0
2023-07-10,19.1,11.3,14.1,19.1,11.3,14.1,9.4,73.9,0.087,100,4.17,rain,40.7,25.6,352.6,1019.9,89.8,25.3,84.5,7.3,4,0.75,"Rain, Partially cloudy",7,0,2023,0
2023-07-11,21.0,10.1,13.9,21.0,10.1,13.9,10.1,78.5,0.0,0,0.0,rain,39.6,19.0,303.1,1024.6,80.1,24.8,93.8,8.1,5,0.77,Partially cloudy,7,1,2023,0
2023-07-12,20.4,7.8,12.6,20.4,6.3,12.3,8.7,79.0,0.0,0,0.0,none,39.2,23.7,359.7,1026.8,63.6,24.8,107.0,9.2,4,0.8,Partially cloudy,7,2,2023,0
2023-07-13,20.6,7.6,12.5,20.6,5.7,12.0,7.3,71.2,0.0,0,0.0,none,59.4,31.2,5.8,1023.8,74.7,24.8,108.6,9.3,4,0.84,Partially cloudy,7,3,2023,0
2023-07-14,20.2,10.7,13.3,20.2,10.7,13.3,8.1,70.8,0.0,0,0.0,none,61.6,30.8,7.8,1018.4,69.6,25.9,89.9,7.8,4,0.87,Partially cloudy,7,4,2023,0
2023-07-15,18.6,5.8,11.0,18.6,4.3,10.5,7.6,80.3,0.087,100,4.17,rain,48.2,22.6,320.2,1019.2,75.1,23.8,40.3,3.4,2,0.91,"Rain, Partially cloudy",7,5,2023,0
2023-07-16,19.5,4.9,9.2,19.5,3.2,8.5,6.0,81.2,0.2,100,8.33,rain,22.3,14.1,286.0,1028.2,55.0,25.2,108.4,9.3,5,0.94,"Rain, Partially cloudy",7,6,2023,0
2023-07-17,18.8,1.7,8.2,18.8,-0.5,7.2,5.3,83.3,0.0,0,0.0,none,28.8,20.6,352.1,1027.1,6.6,25.2,123.4,10.6,5,0.98,Clear,7,0,2023,0
2023-07-18,12.9,5.3,9.1,12.9,3.0,7.5,6.0,81.6,0.346,100,4.17,rain,45.7,26.9,313.6,1021.7,28.9,23.7,78.3,6.7,4,0.0,"Rain, Partially cloudy",7,1,2023,0
2023-07-19,18.2,3.0,7.4,18.2,1.0,6.4,3.7,79.0,0.227,100,4.17,rain,26.3,11.6,343.3,1024.0,53.2,25.2,117.6,10.2,5,0.04,"Rain, Partially cloudy",7,2,2023,0
2023-07-20,12.1,3.9,8.6,12.1,0.0,6.2,4.6,76.3,0.0,0,0.0,rain,70.9,35.3,4.4,1014.5,74.2,23.7,97.3,8.4,5,0.08,Partially cloudy,7,3,2023,0
2023-07-21,18.7,4.9,8.3,18.7,3.1,7.2,5.3,82.5,1.0,100,4.17,rain,31.3,18.8,270.4,1020.8,43.7,25.2,105.0,9.1,4,0.11,"Rain, Partially cloudy",7,4,2023,0
2023-07-22,13.1,4.6,9.1,13.1,2.8,8.4,5.3,78.5,0.0,0,0.0,none,23.0,12.4,348.2,1023.2,64.1,24.1,94.4,8.2,4,0.14,Partially cloudy,7,5,2023,0
2023-07-23,11.4,6.6,9.1,11.4,5.3,8.8,7.6,90.6,0.0,0,0.0,rain,32.0,15.0,179.8,1026.5,85.9,23.3,49.9,4.2,2,0.18,Partially cloudy,7,6,2023,0
2023-07-24,19.3,5.9,10.5,19.3,5.1,10.2,9.3,92.5,1.167,100,4.17,rain,28.1,11.9,255.3,1031.0,92.5,22.5,89.2,7.7,4,0.21,"Rain, Overcast",7,0,2023,0
2023-07-25,14.4,4.7,10.2,14.4,2.9,10.0,7.8,86.1,0.173,100,4.17,rain,20.2,8.9,225.0,1036.1,65.3,24.1,117.7,10.2,5,0.24,"Rain, Partially cloudy",7,1,2023,0
2023-07-26,21.1,3.4,8.1,21.1,2.5,7.5,5.7,86.8,0.087,100,4.17,rain,24.8,15.8,359.9,1033.7,78.2,23.9,83.9,7.2,4,0.25,"Rain, Partially cloudy",7,2,2023,0
2023-07-27,20.3,3.7,10.9,20.3,0.7,10.0,7.2,79.3,0.0,0,0.0,none,52.9,28.9,6.8,1024.8,54.0,23.3,126.5,10.9,5,0.31,Partially cloudy,7,3,2023,0
2023-07-28,21.2,10.9,15.2,21.2,10.9,15.2,11.4,79.1,8.2,100,4.17,rain,57.2,31.1,7.4,1016.7,70.5,22.5,96.1,8.4,4,0.34,"Rain, Partially cloudy",7,4,2023,0
2023-07-29,21.5,9.5,14.8,21.5,8.0,14.7,11.8,83.4,0.0,0,0.0,none,49.7,31.0,6.1,1017.6,40.5,23.5,107.7,9.4,4,0.38,Partially cloudy,7,5,2023,0
2023-07-30,21.7,9.4,13.2,21.7,7.3,13.0,9.0,77.3,2.269,100,4.17,rain,50.8,29.4,341.9,1017.4,37.9,23.4,109.2,9.5,5,0.41,"Rain, Partially cloudy",7,6,2023,0
2023-07-31,21.1,7.9,13.1,21.1,6.6,12.7,8.6,75.0,1.498,100,8.33,rain,38.9,24.7,343.3,1020.9,56.7,24.7,83.0,7.1,4,0.44,"Rain, Partially cloudy",7,0,2023,0
2023-08-01,14.1,8.4,12.0,14.1,8.4,12.0,8.3,78.7,0.0,0,0.0,rain,34.6,18.5,286.0,1029.0,82.6,24.1,75.0,6.4,3,0.48,Partially cloudy,8,1,2023,0
2023-08-02,21.2,2.6,10.1,21.2,2.6,10.1,6.9,82.5,0.0,0,0.0,none,49.3,27.3,345.9,1030.7,31.7,23.8,120.1,10.3,5,0.5,Partially cloudy,8,2,2023,0
2023-08-03,23.7,6.3,15.2,23.7,5.0,14.8,9.5,71.0,0.0,0,0.0,none,59.4,44.6,342.5,1025.7,14.1,23.2,143.1,12.4,6,0.54,Clear,8,3,2023,0
